scheme,event_year,programme_key,tail_features,learner,n,severe_n,observed_mean,predicted_mean,rmse,mae,predictive_r2,bias,severe_observed,severe_predicted,severe_rmse,false_extreme_rate
leave_one_event_out,2024,ltmp,wqc_threshold_tail,Soft-gated tail,75,4,0.11262580066603782,0.2364774686984309,0.21304868468029892,0.1614532576781007,-0.8644040192322182,0.12385166803239307,0.6202929079050374,0.7553890449020036,0.1679108980954466,0.20588235294117646
leave_one_event_out,2024,ltmp,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),75,4,0.11262580066603782,0.23209948025050323,0.21271722121861225,0.16114074793926447,-0.8586072119934238,0.1194736795844654,0.6202929079050374,0.7553890449020036,0.1679108980954466,0.20588235294117646
leave_one_event_out,2024,ltmp,wqc_threshold_track_disease_tail,Soft-gated tail,75,4,0.11262580066603782,0.23477199228670126,0.2127498845846316,0.1611288611619005,-0.8591780452177347,0.12214619162066344,0.6202929079050374,0.7553890449020036,0.1679108980954466,0.22058823529411764
leave_one_event_out,2024,ltmp,wqc_threshold_track_tail,Conservative tail (0.5 gate),75,4,0.11262580066603782,0.23398887109066982,0.2132526200768915,0.16186515076821673,-0.8679750335344167,0.12136307042463199,0.6202929079050374,0.7553890449020036,0.1679108980954466,0.22058823529411764
leave_one_event_out,2024,ltmp,wqc_threshold_track_tail,Soft-gated tail,75,4,0.11262580066603782,0.23855077396703445,0.2144807165750916,0.16345280010116658,-0.8895518768821029,0.1259249733009966,0.6202929079050374,0.7553890449020036,0.1679108980954466,0.22058823529411764
leave_one_event_out,2024,manta,legacy_tail,Conservative tail (0.5 gate),89,6,0.1910089706758529,0.22515571431288295,0.2482656207223137,0.20778199286614604,-0.9292770450246646,0.034146743637030054,0.58046576733465,0.5274632485547706,0.2727391159580614,0.25
leave_one_event_out,2024,manta,legacy_tail,Soft-gated tail,89,6,0.1910089706758529,0.22852158146146087,0.2469680702802013,0.206431945545003,-0.9091631646840637,0.03751261078560797,0.58046576733465,0.5288899472833978,0.26979891440370807,0.265625
leave_one_event_out,2024,manta,none,INLA only,89,6,0.1910089706758529,0.22178984716430505,0.2500466468959582,0.20917102954344235,-0.9570571134161479,0.030780876488452145,0.58046576733465,0.5260365498261433,0.2756922598929783,0.25
leave_one_event_out,2024,manta,wqc_threshold_tail,Conservative tail (0.5 gate),89,6,0.1910089706758529,0.22417389317233585,0.24818884995971258,0.20776279097720307,-0.9280840552795628,0.03316492249648296,0.58046576733465,0.5271370552002871,0.2734131820590423,0.25
leave_one_event_out,2024,manta,wqc_threshold_tail,Soft-gated tail,89,6,0.1910089706758529,0.22655793918036668,0.24662928115703467,0.20635455241096382,-0.9039288032272288,0.03554896850451378,0.58046576733465,0.5282375605744307,0.27114174785035733,0.25
leave_one_event_out,2024,manta,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),89,6,0.1910089706758529,0.2231074693416833,0.2492158589643159,0.2086853790814589,-0.9440739488727123,0.0320984986658304,0.58046576733465,0.5272571063005067,0.2731650226950192,0.25
